participant,item_no,condition,chance_slider.response,severity_slider.response,literacy,data_mean
107,9,lo,5,1,4.2,66
107,35,hi,3,6,4.2,37
107,32,lo,3,5,4.2,31
107,28,lo,5,5,4.2,68
107,7,lo,3,1,4.2,37
107,22,lo,5,1,4.2,64
107,23,hi,5,1,4.2,70
107,24,lo,3,5,4.2,42
107,21,hi,5,1,4.2,67
107,2,hi,3,6,4.2,30
107,2,lo,3,6,4.2,30
107,31,hi,3,7,4.2,35
107,24,hi,3,5,4.2,42
107,20,lo,3,7,4.2,43
107,32,hi,3,6,4.2,31
107,3,hi,3,5,4.2,39
107,9,hi,5,2,4.2,66
107,11,hi,3,5,4.2,29
107,8,lo,3,6,4.2,33
107,28,hi,5,5,4.2,68
107,1,lo,3,2,4.2,28
107,21,lo,5,2,4.2,67
107,15,lo,5,6,4.2,65
107,4,lo,3,4,4.2,36
107,14,lo,3,2,4.2,41
107,35,lo,3,6,4.2,37
107,17,hi,5,7,4.2,71
107,23,lo,5,1,4.2,70
107,7,hi,3,1,4.2,37
107,22,hi,5,2,4.2,64
108,35,hi,3,3,4,37
108,4,hi,3,1,4,36
108,7,lo,3,1,4,37
108,28,lo,5,2,4,68
108,23,hi,6,2,4,70
108,2,hi,2,4,4,30
108,1,hi,2,2,4,28
108,14,hi,3,3,4,41
108,3,lo,3,2,4,39
108,20,hi,3,6,4,43
108,9,lo,5,2,4,66
108,22,lo,5,6,4,64
108,17,lo,5,6,4,71
108,8,hi,3,4,4,33
108,11,lo,2,3,4,29
108,15,hi,5,6,4,65
108,24,lo,3,5,4,42
108,32,lo,3,7,4,31
108,21,hi,5,5,4,67
108,31,lo,3,7,4,35
108,20,lo,3,6,4,43
108,15,lo,5,6,4,65
108,7,hi,3,2,4,37
108,28,hi,5,5,4,68
108,8,lo,3,4,4,33
108,22,hi,5,6,4,64
108,35,lo,3,5,4,37
108,32,hi,3,7,4,31
108,11,hi,3,4,4,29
108,1,lo,2,2,4,28
108,23,lo,5,3,4,70
108,9,hi,5,1,4,66
108,2,lo,3,4,4,30
108,24,hi,3,5,4,42
108,21,lo,5,6,4,67
108,3,hi,3,2,4,39
108,17,hi,5,6,4,71
108,14,lo,3,4,4,41
108,4,lo,3,2,4,36
108,31,hi,3,7,4,35
109,20,hi,3,5,5,43
109,32,lo,2,4,5,31
109,15,hi,5,4,5,65
109,4,hi,3,1,5,36
109,35,hi,3,3,5,37
109,8,hi,3,2,5,33
109,21,hi,5,3,5,67
109,7,lo,3,2,5,37
109,14,hi,3,4,5,41
109,23,hi,6,2,5,70
109,11,lo,3,3,5,29
109,3,lo,3,2,5,39
109,9,lo,5,4,5,66
109,17,lo,5,4,5,71
109,22,lo,5,4,5,64
109,31,lo,3,3,5,35
109,2,hi,3,5,5,30
109,1,hi,3,4,5,28
109,24,lo,3,5,5,42
109,28,lo,5,5,5,68
109,2,lo,3,5,5,30
109,15,lo,5,5,5,65
109,32,hi,3,5,5,31
109,35,lo,3,5,5,37
109,3,hi,3,3,5,39
109,7,hi,3,4,5,37
109,1,lo,3,5,5,28
109,11,hi,3,5,5,29
109,4,lo,3,3,5,36
109,31,hi,3,4,5,35
109,28,hi,5,5,5,68
109,17,hi,5,5,5,71
109,20,lo,4,6,5,43
109,23,lo,5,3,5,70
109,24,hi,4,6,5,42
109,22,hi,5,3,5,64
109,9,hi,5,4,5,66
109,21,lo,5,4,5,67
109,8,lo,3,5,5,33
109,14,lo,3,5,5,41
110,14,hi,7,7,4,41
110,9,lo,2,4,4,66
110,15,hi,7,7,4,65
110,22,lo,2,3,4,64
110,4,hi,6,3,4,36
110,1,hi,6,7,4,28
110,31,lo,1,1,4,35
110,21,hi,7,7,4,67
110,8,hi,6,5,4,33
110,17,lo,6,7,4,71
110,2,hi,5,3,4,30
110,20,hi,5,7,4,43
110,23,hi,7,7,4,70
110,35,hi,5,6,4,37
110,7,lo,2,1,4,37
110,28,lo,3,4,4,68
110,3,lo,2,1,4,39
110,32,lo,2,5,4,31
110,11,lo,3,4,4,29
110,24,lo,3,5,4,42
110,22,hi,5,6,4,64
110,7,hi,5,4,4,37
110,4,lo,2,3,4,36
110,1,lo,3,4,4,28
110,2,lo,3,2,4,30
110,21,lo,5,7,4,67
110,3,hi,4,5,4,39
110,9,hi,7,3,4,66
110,31,hi,3,2,4,35
110,11,hi,3,6,4,29
110,15,lo,6,6,4,65
110,24,hi,5,6,4,42
110,8,lo,3,5,4,33
110,14,lo,4,6,4,41
110,35,lo,3,5,4,37
110,28,hi,7,5,4,68
110,20,lo,4,7,4,43
110,17,hi,7,6,4,71
110,32,hi,6,7,4,31
110,23,lo,2,4,4,70
111,9,lo,6,4,4.8,66
111,11,lo,3,4,4.8,29
111,14,hi,4,4,4.8,41
111,28,lo,6,4,4.8,68
111,35,hi,3,6,4.8,37
111,22,lo,6,7,4.8,64
111,17,lo,7,7,4.8,71
111,7,lo,3,2,4.8,37
111,3,lo,3,6,4.8,39
111,2,hi,3,6,4.8,30
111,31,lo,3,7,4.8,35
111,8,hi,3,4,4.8,33
111,21,hi,7,7,4.8,67
111,24,lo,4,5,4.8,42
111,20,hi,4,7,4.8,43
111,32,lo,3,6,4.8,31
111,1,hi,3,3,4.8,28
111,15,hi,7,7,4.8,65
111,23,hi,7,2,4.8,70
111,4,hi,3,4,4.8,36
111,24,hi,5,5,4.8,42
111,1,lo,2,2,4.8,28
111,35,lo,3,6,4.8,37
111,11,hi,3,6,4.8,29
111,7,hi,3,5,4.8,37
111,8,lo,3,4,4.8,33
111,28,hi,7,4,4.8,68
111,3,hi,4,6,4.8,39
111,20,lo,4,7,4.8,43
111,21,lo,6,7,4.8,67
111,15,lo,6,7,4.8,65
111,2,lo,3,6,4.8,30
111,22,hi,6,7,4.8,64
111,17,hi,7,7,4.8,71
111,31,hi,3,7,4.8,35
111,4,lo,3,4,4.8,36
111,14,lo,4,5,4.8,41
111,32,hi,3,7,4.8,31
111,23,lo,7,2,4.8,70
111,9,hi,6,4,4.8,66
112,3,lo,3,4,4.2,39
112,2,hi,3,3,4.2,30
112,32,lo,3,5,4.2,31
112,4,hi,3,2,4.2,36
112,23,hi,6,2,4.2,70
112,22,lo,5,5,4.2,64
112,35,hi,3,5,4.2,37
112,14,hi,3,4,4.2,41
112,17,lo,6,5,4.2,71
112,1,hi,2,3,4.2,28
112,31,lo,3,7,4.2,35
112,15,hi,5,7,4.2,65
112,7,lo,3,2,4.2,37
112,28,lo,5,3,4.2,68
112,9,lo,5,3,4.2,66
112,21,hi,5,5,4.2,67
112,11,lo,2,5,4.2,29
112,24,lo,3,3,4.2,42
112,8,hi,2,2,4.2,33
112,20,hi,3,4,4.2,43
112,24,hi,3,2,4.2,42
112,23,lo,6,2,4.2,70
112,28,hi,6,3,4.2,68
112,32,hi,2,5,4.2,31
112,9,hi,5,2,4.2,66
112,1,lo,2,3,4.2,28
112,2,lo,2,4,4.2,30
112,31,hi,3,6,4.2,35
112,35,lo,3,6,4.2,37
112,22,hi,5,5,4.2,64
112,7,hi,3,3,4.2,37
112,15,lo,5,6,4.2,65
112,21,lo,6,5,4.2,67
112,17,hi,6,5,4.2,71
112,20,lo,3,5,4.2,43
112,11,hi,2,5,4.2,29
112,8,lo,2,2,4.2,33
112,4,lo,2,2,4.2,36
112,14,lo,3,3,4.2,41
112,3,hi,3,4,4.2,39
113,14,hi,7,5,5,41
113,11,lo,4,3,5,29
113,23,hi,6,2,5,70
113,35,hi,5,4,5,37
113,1,hi,5,3,5,28
113,9,lo,5,4,5,66
113,21,hi,6,5,5,67
113,20,hi,6,7,5,43
113,4,hi,4,5,5,36
113,28,lo,7,6,5,68
113,17,lo,7,6,5,71
113,3,lo,5,6,5,39
113,22,lo,6,5,5,64
113,32,lo,5,6,5,31
113,24,lo,6,6,5,42
113,8,hi,5,5,5,33
113,31,lo,5,3,5,35
113,7,lo,6,4,5,37
113,2,hi,5,5,5,30
113,15,hi,7,7,5,65
113,17,hi,7,6,5,71
113,28,hi,7,6,5,68
113,14,lo,5,7,5,41
113,8,lo,4,3,5,33
113,21,lo,6,6,5,67
113,2,lo,3,5,5,30
113,1,lo,4,3,5,28
113,15,lo,7,7,5,65
113,23,lo,7,2,5,70
113,20,lo,6,6,5,43
113,22,hi,6,5,5,64
113,9,hi,6,5,5,66
113,7,hi,4,5,5,37
113,11,hi,3,5,5,29
113,35,lo,5,5,5,37
113,3,hi,4,5,5,39
113,4,lo,4,5,5,36
113,24,hi,6,7,5,42
113,31,hi,5,7,5,35
113,32,hi,5,5,5,31
114,3,lo,3,4,5,39
114,22,lo,5,7,5,64
114,14,hi,3,5,5,41
114,1,hi,2,3,5,28
114,15,hi,5,7,5,65
114,32,lo,3,5,5,31
114,2,hi,3,5,5,30
114,28,lo,5,6,5,68
114,20,hi,4,4,5,43
114,7,lo,3,3,5,37
114,8,hi,3,4,5,33
114,24,lo,4,4,5,42
114,17,lo,6,5,5,71
114,11,lo,2,4,5,29
114,21,hi,5,4,5,67
114,35,hi,3,4,5,37
114,31,lo,3,6,5,35
114,23,hi,6,4,5,70
114,9,lo,5,5,5,66
114,4,hi,3,4,5,36
114,21,lo,5,5,5,67
114,28,hi,5,5,5,68
114,32,hi,3,4,5,31
114,2,lo,3,4,5,30
114,15,lo,5,5,5,65
114,8,lo,3,4,5,33
114,23,lo,6,4,5,70
114,1,lo,3,3,5,28
114,31,hi,3,5,5,35
114,4,lo,3,3,5,36
114,14,lo,3,4,5,41
114,3,hi,4,4,5,39
114,9,hi,5,5,5,66
114,20,lo,4,4,5,43
114,35,lo,3,4,5,37
114,11,hi,3,4,5,29
114,7,hi,3,4,5,37
114,22,hi,5,5,5,64
114,17,hi,6,5,5,71
114,24,hi,4,4,5,42
115,17,lo,6,6,3.6,71
115,8,hi,5,4,3.6,33
115,1,hi,3,4,3.6,28
115,21,hi,5,6,3.6,67
115,20,hi,3,6,3.6,43
115,2,hi,3,6,3.6,30
115,7,lo,4,5,3.6,37
115,4,hi,5,3,3.6,36
115,35,hi,3,6,3.6,37
115,31,lo,3,2,3.6,35
115,14,hi,4,5,3.6,41
115,22,lo,5,6,3.6,64
115,15,hi,5,6,3.6,65
115,23,hi,5,4,3.6,70
115,32,lo,3,6,3.6,31
115,24,lo,3,3,3.6,42
115,9,lo,5,4,3.6,66
115,28,lo,5,4,3.6,68
115,3,lo,3,4,3.6,39
115,11,lo,3,4,3.6,29
115,1,lo,3,4,3.6,28
115,32,hi,3,5,3.6,31
115,8,lo,3,5,3.6,33
115,2,lo,3,4,3.6,30
115,17,hi,6,7,3.6,71
115,20,lo,4,7,3.6,43
115,31,hi,3,7,3.6,35
115,4,lo,3,3,3.6,36
115,22,hi,5,6,3.6,64
115,7,hi,3,3,3.6,37
115,9,hi,5,6,3.6,66
115,24,hi,4,5,3.6,42
115,23,lo,5,5,3.6,70
115,28,hi,5,4,3.6,68
115,21,lo,5,7,3.6,67
115,14,lo,3,5,3.6,41
115,35,lo,3,6,3.6,37
115,11,hi,3,5,3.6,29
115,3,hi,3,4,3.6,39
115,15,lo,5,6,3.6,65
116,32,lo,3,4,2.4,31
116,28,lo,5,4,2.4,68
116,31,lo,5,3,2.4,35
116,8,hi,3,5,2.4,33
116,15,hi,5,5,2.4,65
116,23,hi,5,4,2.4,70
116,22,lo,4,3,2.4,64
116,1,hi,2,4,2.4,28
116,20,hi,3,4,2.4,43
116,7,lo,3,4,2.4,37
116,3,lo,2,3,2.4,39
116,2,hi,3,4,2.4,30
116,24,lo,3,3,2.4,42
116,21,hi,5,6,2.4,67
116,17,lo,5,6,2.4,71
116,11,lo,3,4,2.4,29
116,35,hi,3,3,2.4,37
116,9,lo,5,4,2.4,66
116,14,hi,3,4,2.4,41
116,4,hi,3,4,2.4,36
116,14,lo,3,4,2.4,41
116,17,hi,5,6,2.4,71
116,24,hi,3,3,2.4,42
116,28,hi,6,5,2.4,68
116,22,hi,5,6,2.4,64
116,21,lo,5,4,2.4,67
116,1,lo,3,4,2.4,28
116,23,lo,6,7,2.4,70
116,20,lo,3,4,2.4,43
116,2,lo,3,3,2.4,30
116,35,lo,3,4,2.4,37
116,32,hi,3,3,2.4,31
116,9,hi,5,4,2.4,66
116,11,hi,3,4,2.4,29
116,7,hi,3,4,2.4,37
116,31,hi,3,3,2.4,35
116,8,lo,3,4,2.4,33
116,4,lo,3,4,2.4,36
116,15,lo,5,6,2.4,65
116,3,hi,3,4,2.4,39
117,7,lo,2,4,5,37
117,21,hi,7,1,5,67
117,14,hi,7,7,5,41
117,8,hi,7,7,5,33
117,23,hi,7,7,5,70
117,28,lo,1,3,5,68
117,32,lo,1,7,5,31
117,35,hi,7,7,5,37
117,1,hi,7,7,5,28
117,4,hi,7,7,5,36
117,17,lo,1,7,5,71
117,24,lo,1,7,5,42
117,31,lo,1,7,5,35
117,11,lo,1,6,5,29
117,3,lo,1,7,5,39
117,20,hi,7,7,5,43
117,22,lo,2,5,5,64
117,9,lo,2,7,5,66
117,2,hi,7,7,5,30
117,15,hi,7,7,5,65
117,31,hi,7,7,5,35
117,24,hi,7,7,5,42
117,15,lo,1,7,5,65
117,17,hi,7,7,5,71
117,14,lo,2,7,5,41
117,32,hi,7,7,5,31
117,4,lo,2,7,5,36
117,28,hi,7,7,5,68
117,2,lo,2,7,5,30
117,8,lo,1,7,5,33
117,3,hi,7,7,5,39
117,35,lo,1,7,5,37
117,9,hi,7,7,5,66
117,11,hi,7,7,5,29
117,7,hi,7,7,5,37
117,20,lo,1,7,5,43
117,22,hi,7,5,5,64
117,23,lo,1,7,5,70
117,1,lo,1,7,5,28
117,21,lo,1,1,5,67
118,7,lo,3,7,5.2,37
118,28,lo,5,6,5.2,68
118,32,lo,3,7,5.2,31
118,11,lo,3,7,5.2,29
118,4,hi,3,4,5.2,36
118,15,hi,5,7,5.2,65
118,24,lo,4,7,5.2,42
118,21,hi,5,7,5.2,67
118,20,hi,4,7,5.2,43
118,3,lo,3,4,5.2,39
118,31,lo,3,7,5.2,35
118,23,hi,6,5,5.2,70
118,2,hi,3,7,5.2,30
118,22,lo,5,7,5.2,64
118,35,hi,3,7,5.2,37
118,1,hi,3,3,5.2,28
118,14,hi,3,5,5.2,41
118,9,lo,5,4,5.2,66
118,17,lo,6,7,5.2,71
118,8,hi,3,6,5.2,33
118,9,hi,5,4,5.2,66
118,21,lo,5,7,5.2,67
118,11,hi,3,5,5.2,29
118,20,lo,3,7,5.2,43
118,23,lo,6,6,5.2,70
118,14,lo,3,6,5.2,41
118,4,lo,3,4,5.2,36
118,7,hi,3,4,5.2,37
118,31,hi,3,3,5.2,35
118,15,lo,5,7,5.2,65
118,17,hi,6,7,5.2,71
118,32,hi,3,5,5.2,31
118,35,lo,3,7,5.2,37
118,8,lo,3,7,5.2,33
118,28,hi,5,6,5.2,68
118,2,lo,3,6,5.2,30
118,22,hi,5,7,5.2,64
118,3,hi,3,4,5.2,39
118,24,hi,3,7,5.2,42
118,1,lo,3,4,5.2,28
119,23,hi,6,3,1.8,70
119,1,hi,3,5,1.8,28
119,24,lo,4,6,1.8,42
119,17,lo,5,6,1.8,71
119,22,lo,4,4,1.8,64
119,14,hi,3,5,1.8,41
119,9,lo,5,5,1.8,66
119,20,hi,3,4,1.8,43
119,15,hi,5,5,1.8,65
119,28,lo,5,5,1.8,68
119,2,hi,2,5,1.8,30
119,3,lo,3,4,1.8,39
119,8,hi,3,5,1.8,33
119,4,hi,3,3,1.8,36
119,11,lo,3,5,1.8,29
119,21,hi,5,5,1.8,67
119,7,lo,3,3,1.8,37
119,32,lo,3,6,1.8,31
119,35,hi,3,6,1.8,37
119,31,lo,3,3,1.8,35
119,9,hi,5,5,1.8,66
119,14,lo,3,5,1.8,41
119,20,lo,3,5,1.8,43
119,3,hi,3,4,1.8,39
119,11,hi,3,5,1.8,29
119,21,lo,5,5,1.8,67
119,31,hi,3,3,1.8,35
119,35,lo,3,6,1.8,37
119,17,hi,6,7,1.8,71
119,8,lo,3,6,1.8,33
119,1,lo,3,5,1.8,28
119,7,hi,3,4,1.8,37
119,22,hi,5,6,1.8,64
119,23,lo,6,5,1.8,70
119,15,lo,5,5,1.8,65
119,24,hi,4,6,1.8,42
119,4,lo,3,3,1.8,36
119,32,hi,3,5,1.8,31
119,2,lo,3,5,1.8,30
119,28,hi,6,5,1.8,68
120,2,hi,4,6,4.8,30
120,9,lo,6,6,4.8,66
120,32,lo,3,5,4.8,31
120,4,hi,4,2,4.8,36
120,7,lo,3,4,4.8,37
120,1,hi,4,5,4.8,28
120,20,hi,4,6,4.8,43
120,28,lo,6,4,4.8,68
120,21,hi,6,6,4.8,67
120,14,hi,4,5,4.8,41
120,8,hi,3,5,4.8,33
120,31,lo,3,4,4.8,35
120,11,lo,3,5,4.8,29
120,23,hi,6,4,4.8,70
120,35,hi,4,7,4.8,37
120,24,lo,4,7,4.8,42
120,3,lo,3,3,4.8,39
120,22,lo,5,7,4.8,64
120,17,lo,6,7,4.8,71
120,15,hi,6,6,4.8,65
120,35,lo,3,7,4.8,37
120,28,hi,6,4,4.8,68
120,3,hi,3,4,4.8,39
120,11,hi,3,5,4.8,29
120,31,hi,3,4,4.8,35
120,2,lo,3,5,4.8,30
120,21,lo,6,7,4.8,67
120,24,hi,4,7,4.8,42
120,23,lo,6,6,4.8,70
120,1,lo,3,5,4.8,28
120,22,hi,5,7,4.8,64
120,9,hi,6,6,4.8,66
120,20,lo,4,7,4.8,43
120,15,lo,6,7,4.8,65
120,32,hi,3,6,4.8,31
120,14,lo,4,6,4.8,41
120,8,lo,3,7,4.8,33
120,4,lo,3,5,4.8,36
120,17,hi,6,7,4.8,71
120,7,hi,3,4,4.8,37
121,28,lo,5,4,4,68
121,32,lo,3,4,4,31
121,22,lo,5,6,4,64
121,2,hi,3,5,4,30
121,20,hi,4,5,4,43
121,15,hi,5,6,4,65
121,21,hi,5,5,4,67
121,7,lo,3,3,4,37
121,17,lo,6,6,4,71
121,35,hi,3,4,4,37
121,11,lo,3,4,4,29
121,8,hi,3,3,4,33
121,9,lo,5,4,4,66
121,31,lo,3,2,4,35
121,1,hi,3,3,4,28
121,14,hi,4,5,4,41
121,23,hi,5,4,4,70
121,4,hi,3,3,4,36
121,24,lo,4,4,4,42
121,3,lo,4,4,4,39
121,2,lo,3,4,4,30
121,7,hi,3,3,4,37
121,3,hi,4,4,4,39
121,32,hi,3,4,4,31
121,9,hi,5,5,4,66
121,35,lo,3,4,4,37
121,22,hi,5,6,4,64
121,8,lo,3,3,4,33
121,23,lo,5,5,4,70
121,4,lo,3,3,4,36
121,20,lo,4,5,4,43
121,14,lo,4,5,4,41
121,21,lo,5,5,4,67
121,24,hi,4,5,4,42
121,1,lo,3,4,4,28
121,17,hi,6,7,4,71
121,11,hi,3,4,4,29
121,31,hi,3,3,4,35
121,15,lo,5,6,4,65
121,28,hi,6,5,4,68
122,28,lo,5,3,4,68
122,8,hi,3,4,4,33
122,2,hi,3,4,4,30
122,7,lo,3,2,4,37
122,22,lo,5,5,4,64
122,35,hi,3,6,4,37
122,31,lo,3,7,4,35
122,32,lo,3,5,4,31
122,24,lo,4,4,4,42
122,14,hi,3,4,4,41
122,15,hi,5,4,4,65
122,17,lo,6,4,4,71
122,20,hi,4,4,4,43
122,9,lo,5,2,4,66
122,4,hi,3,1,4,36
122,23,hi,6,2,4,70
122,11,lo,3,3,4,29
122,21,hi,5,4,4,67
122,3,lo,2,3,4,39
122,1,hi,2,1,4,28
122,24,hi,3,4,4,42
122,4,lo,3,1,4,36
122,32,hi,3,4,4,31
122,14,lo,3,3,4,41
122,31,hi,3,7,4,35
122,21,lo,5,4,4,67
122,11,hi,3,3,4,29
122,1,lo,3,1,4,28
122,28,hi,5,3,4,68
122,20,lo,4,5,4,43
122,17,hi,6,4,4,71
122,15,lo,5,3,4,65
122,7,hi,3,2,4,37
122,35,lo,3,6,4,37
122,9,hi,5,2,4,66
122,22,hi,5,4,4,64
122,2,lo,3,3,4,30
122,3,hi,3,3,4,39
122,8,lo,3,3,4,33
122,23,lo,6,3,4,70
123,14,hi,4,5,3,41
123,22,lo,5,4,3,64
123,4,hi,3,3,3,36
123,7,lo,3,4,3,37
123,24,lo,4,5,3,42
123,8,hi,3,4,3,33
123,3,lo,3,4,3,39
123,9,lo,5,4,3,66
123,15,hi,5,5,3,65
123,20,hi,4,5,3,43
123,31,lo,3,3,3,35
123,21,hi,5,5,3,67
123,35,hi,3,5,3,37
123,32,lo,3,5,3,31
123,23,hi,6,4,3,70
123,17,lo,5,6,3,71
123,11,lo,3,4,3,29
123,1,hi,3,4,3,28
123,28,lo,5,5,3,68
123,2,hi,3,6,3,30
123,32,hi,3,4,3,31
123,21,lo,5,5,3,67
123,11,hi,3,4,3,29
123,7,hi,3,4,3,37
123,22,hi,5,5,3,64
123,9,hi,5,3,3,66
123,14,lo,4,6,3,41
123,28,hi,5,5,3,68
123,24,hi,4,5,3,42
123,1,lo,2,4,3,28
123,31,hi,3,4,3,35
123,20,lo,4,5,3,43
123,4,lo,3,3,3,36
123,23,lo,6,4,3,70
123,35,lo,4,6,3,37
123,8,lo,3,4,3,33
123,3,hi,3,3,3,39
123,15,lo,5,5,3,65
123,2,lo,3,6,3,30
123,17,hi,5,6,3,71
124,23,hi,6,4,5.4,70
124,2,hi,3,5,5.4,30
124,31,lo,3,7,5.4,35
124,17,lo,5,7,5.4,71
124,7,lo,3,3,5.4,37
124,11,lo,3,5,5.4,29
124,4,hi,3,6,5.4,36
124,15,hi,5,6,5.4,65
124,8,hi,3,4,5.4,33
124,22,lo,5,7,5.4,64
124,9,lo,5,6,5.4,66
124,32,lo,3,5,5.4,31
124,14,hi,3,6,5.4,41
124,28,lo,5,5,5.4,68
124,24,lo,3,5,5.4,42
124,20,hi,3,6,5.4,43
124,3,lo,3,5,5.4,39
124,21,hi,5,6,5.4,67
124,1,hi,3,2,5.4,28
124,35,hi,3,5,5.4,37
124,23,lo,6,2,5.4,70
124,24,hi,3,5,5.4,42
124,9,hi,5,5,5.4,66
124,1,lo,3,2,5.4,28
124,2,lo,3,5,5.4,30
124,7,hi,3,1,5.4,37
124,22,hi,5,7,5.4,64
124,28,hi,5,5,5.4,68
124,3,hi,3,5,5.4,39
124,15,lo,5,6,5.4,65
124,35,lo,3,4,5.4,37
124,11,hi,3,5,5.4,29
124,14,lo,3,6,5.4,41
124,20,lo,3,6,5.4,43
124,21,lo,5,6,5.4,67
124,32,hi,3,5,5.4,31
124,17,hi,5,7,5.4,71
124,31,hi,3,6,5.4,35
124,8,lo,3,5,5.4,33
124,4,lo,3,5,5.4,36
125,3,lo,4,7,2.8,39
125,14,hi,4,6,2.8,41
125,7,lo,3,6,2.8,37
125,9,lo,5,6,2.8,66
125,35,hi,4,7,2.8,37
125,4,hi,4,6,2.8,36
125,11,lo,3,6,2.8,29
125,21,hi,5,6,2.8,67
125,20,hi,4,7,2.8,43
125,2,hi,3,5,2.8,30
125,28,lo,5,7,2.8,68
125,15,hi,5,7,2.8,65
125,24,lo,4,7,2.8,42
125,31,lo,3,7,2.8,35
125,32,lo,3,7,2.8,31
125,22,lo,5,7,2.8,64
125,8,hi,3,6,2.8,33
125,1,hi,3,6,2.8,28
125,23,hi,6,4,2.8,70
125,17,lo,6,7,2.8,71
125,7,hi,4,4,2.8,37
125,32,hi,3,7,2.8,31
125,15,lo,5,7,2.8,65
125,3,hi,4,7,2.8,39
125,21,lo,5,6,2.8,67
125,8,lo,3,7,2.8,33
125,1,lo,3,6,2.8,28
125,11,hi,3,7,2.8,29
125,14,lo,4,6,2.8,41
125,31,hi,3,7,2.8,35
125,17,hi,6,7,2.8,71
125,22,hi,5,6,2.8,64
125,24,hi,4,7,2.8,42
125,4,lo,4,6,2.8,36
125,35,lo,4,7,2.8,37
125,23,lo,6,4,2.8,70
125,2,lo,3,5,2.8,30
125,9,hi,5,5,2.8,66
125,28,hi,5,6,2.8,68
125,20,lo,4,7,2.8,43
126,23,hi,7,5,4,70
126,4,hi,3,4,4,36
126,17,lo,6,7,4,71
126,11,lo,3,5,4,29
126,1,hi,3,6,4,28
126,7,lo,5,5,4,37
126,15,hi,6,6,4,65
126,32,lo,3,7,4,31
126,28,lo,6,6,4,68
126,9,lo,5,7,4,66
126,2,hi,3,6,4,30
126,20,hi,4,7,4,43
126,21,hi,6,6,4,67
126,3,lo,4,7,4,39
126,35,hi,4,7,4,37
126,22,lo,5,7,4,64
126,14,hi,5,7,4,41
126,31,lo,5,7,4,35
126,24,lo,5,6,4,42
126,8,hi,4,5,4,33
126,9,hi,6,7,4,66
126,20,lo,5,6,4,43
126,23,lo,6,6,4,70
126,22,hi,5,7,4,64
126,8,lo,4,5,4,33
126,31,hi,4,7,4,35
126,21,lo,6,6,4,67
126,15,lo,6,7,4,65
126,14,lo,5,7,4,41
126,3,hi,5,7,4,39
126,11,hi,4,6,4,29
126,24,hi,5,6,4,42
126,4,lo,4,7,4,36
126,7,hi,5,6,4,37
126,2,lo,4,7,4,30
126,17,hi,7,7,4,71
126,1,lo,3,5,4,28
126,28,hi,6,6,4,68
126,32,hi,4,7,4,31
126,35,lo,5,7,4,37
127,14,hi,3,2,5,41
127,20,hi,4,6,5,43
127,8,hi,3,2,5,33
127,4,hi,3,1,5,36
127,3,lo,3,4,5,39
127,1,hi,3,1,5,28
127,11,lo,3,3,5,29
127,28,lo,5,3,5,68
127,2,hi,3,5,5,30
127,21,hi,6,5,5,67
127,32,lo,3,4,5,31
127,23,hi,5,1,5,70
127,31,lo,3,7,5,35
127,22,lo,5,6,5,64
127,24,lo,4,3,5,42
127,9,lo,5,1,5,66
127,15,hi,5,5,5,65
127,7,lo,3,3,5,37
127,17,lo,6,7,5,71
127,35,hi,3,4,5,37
127,23,lo,5,1,5,70
127,31,hi,3,6,5,35
127,35,lo,3,5,5,37
127,28,hi,5,2,5,68
127,9,hi,5,1,5,66
127,17,hi,6,7,5,71
127,11,hi,3,3,5,29
127,20,lo,3,6,5,43
127,8,lo,3,2,5,33
127,21,lo,5,6,5,67
127,7,hi,3,2,5,37
127,15,lo,5,5,5,65
127,3,hi,3,4,5,39
127,1,lo,3,1,5,28
127,4,lo,3,1,5,36
127,2,lo,3,5,5,30
127,32,hi,3,4,5,31
127,22,hi,5,6,5,64
127,14,lo,3,2,5,41
127,24,hi,3,3,5,42
128,28,lo,6,5,3.2,68
128,7,lo,3,4,3.2,37
128,4,hi,3,4,3.2,36
128,15,hi,5,7,3.2,65
128,21,hi,6,7,3.2,67
128,20,hi,3,6,3.2,43
128,22,lo,5,6,3.2,64
128,1,hi,2,4,3.2,28
128,9,lo,5,5,3.2,66
128,8,hi,2,5,3.2,33
128,14,hi,4,5,3.2,41
128,35,hi,3,6,3.2,37
128,2,hi,2,4,3.2,30
128,3,lo,3,5,3.2,39
128,11,lo,2,3,3.2,29
128,24,lo,3,5,3.2,42
128,23,hi,6,3,3.2,70
128,32,lo,2,4,3.2,31
128,17,lo,6,7,3.2,71
128,31,lo,3,5,3.2,35
128,21,lo,5,6,3.2,67
128,35,lo,3,5,3.2,37
128,3,hi,3,4,3.2,39
128,15,lo,5,6,3.2,65
128,8,lo,3,4,3.2,33
128,23,lo,6,4,3.2,70
128,31,hi,2,5,3.2,35
128,2,lo,2,4,3.2,30
128,11,hi,2,5,3.2,29
128,4,lo,3,4,3.2,36
128,9,hi,5,6,3.2,66
128,32,hi,2,5,3.2,31
128,1,lo,2,4,3.2,28
128,22,hi,5,5,3.2,64
128,17,hi,6,7,3.2,71
128,20,lo,3,5,3.2,43
128,7,hi,2,4,3.2,37
128,14,lo,3,5,3.2,41
128,24,hi,3,5,3.2,42
128,28,hi,5,5,3.2,68
129,8,hi,3,3,4.2,33
129,1,hi,3,3,4.2,28
129,15,hi,5,5,4.2,65
